State.Abb	State	Year	Geography	pop_mi	r_gdp	pc_rgdp	m_gdp	coal	petro	gas	resid	comm	indust	electric	transport	pc_CO2	PVG	Party	cdays	hdays	m_cdd	m_hdd	senate	house	lcv	m_lcv	price	m_price	expend	m_expend	LandArea	pdensity	mp_density	coal_con	petro_con	gas_con	energy_con	pc_energy	pc_coal	pc_petro	pc_gas	pc_comm	pc_res	pc_ind	pc_elec	pc_trans	pc_coal_con	pc_petro_con	pc_gas_con	in_class	HDD	CDD	HL_Price	HL_Expend	HL_LCV	HL_density
MS	Mississippi	2010	Coastal	2.971	98601	33187	49301.36	14.2	26.2	23.3	2	1.5	11	26.6	22.6	21.4	-13.28386199	Rep	2503	2971	1275.38	5315.52	0	60	60	104.08	17.94	19.236	4342.6	4309.70588235294	46923	63.3164972401594	195.294706859939	148463	379283	444875	972621	327	4.77953550992932	8.81857960282733	7.84247728037698	0.504880511612252	0.673174015483002	3.70245708515651	8.95321440592393	7.60686637495793	49.9707169303265	127.66173005722	149.739145069	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MS	Mississippi	2011	Coastal	2.979	98516	33070	49775.06	10.3	25.3	23	1.7	1.5	10.3	23.1	21.9	19.7	-13.28386199	Rep	2296	2410	1249.74	5250.4	5	26	31	97.44	20.73	22.3382	4883.2	4975.67843137255	46923	63.4869893229333	196.342957486881	107546	369063	437873	914482	306	3.45753608593488	8.4927828130245	7.7207116482041	0.503524672708963	0.570661295736824	3.45753608593488	7.75427995971803	7.35146022155086	36.1013763007721	123.888217522659	146.986572675394	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MS	Mississippi	2012	Coastal	2.985	100448	33650	50379.26	7.9	26	26.3	1.4	1.4	10.8	23.2	23.4	20.1	-13.28386199	Rep	2297	1956	1287.84	4644.16	25	21	46	95.16	20.56	22.6204	4868.2	4850.32941176471	46923	63.6148583850137	197.361199995736	82456	373429	499946	955831	320	2.6465661641541	8.71021775544389	8.8107202680067	0.469011725293132	0.469011725293132	3.61809045226131	7.77219430485762	7.8391959798995	27.6234505862647	125.101842546064	167.486097152429	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MS	Mississippi	2013	Coastal	2.99	100331	33555	50390.74	9.3	25.4	22.4	1.7	1.4	10.8	21.7	21.4	19.1	-11.6037984	Rep	2001	2603	1101.04	5465.1	31	22	53	97.32	21.12	22.1752	4883.6	4867.92941176471	46923	63.7214159367474	198.298906636473	97767	364610	426902	889279	297	3.11036789297659	8.49498327759197	7.49163879598662	0.468227424749164	0.568561872909699	3.61204013377926	7.25752508361204	7.1571906354515	32.6979933110368	121.943143812709	142.776588628763	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MS	Mississippi	2014	Coastal	2.992	100284	33517	51197.88	11.1	25.6	23	2	1.7	10.7	23.8	21.7	20	-11.6037984	Rep	1996	2879	1065.9	5530.84	0	30	30	83.44	20.97	22.1126	4992	4916.12352941177	46923	63.7640389574409	199.228308844972	116537	367502	439557	923596	308	3.70989304812834	8.55614973262032	7.68716577540107	0.568181818181818	0.668449197860963	3.57620320855615	7.95454545454546	7.25267379679144	38.9495320855615	122.82820855615	146.910762032086	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MS	Mississippi	2015	Coastal	2.99	100482	33606	51973.52	6.8	26.3	28.1	1.6	1.6	10.6	24.7	22.7	20.5	-11.6037984	Rep	2382	2166	1230.52	4984.78	0	22	22	80.78	16.96	17.9764	4050	3909.30784313726	46923	63.7214159367474	200.03863987351	71626	377952	536996	986574	329	2.2742474916388	8.79598662207358	9.39799331103679	0.535117056856187	0.535117056856187	3.54515050167224	8.26086956521739	7.59197324414716	23.9551839464883	126.405351170569	179.597324414716	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MS	Mississippi	2016	Coastal	2.991	101255	33853	52066.38	5.8	27	29.4	1.4	1.6	10.2	25.9	23.2	20.8	-11.6037984	Rep	2499	2088	1306.5	4767.44	18	24	42	88.86	15.43	16.5642	3659.1	3538.97647058824	46923	63.7427274470942	200.850580112926	61219	386987	561342	1009548	337	1.9391507856904	9.02708124373119	9.82948846539619	0.534938147776663	0.46807087930458	3.41023069207623	8.65931126713474	7.75660314276162	20.4677365429622	129.38381812103	187.67703109328	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MS	Mississippi	2017	Coastal	2.991	101642	33982	52622.04	5.1	26.9	28.5	1.3	1.6	11.1	23.7	22.8	20.2	-18.17969465	Rep	2156	1815	1163.24	4809.84	0	24	24	85.98	16.73	17.916	3973.1	3850.19411764706	46923	63.7427274470942	201.603926895139	53779	384318	543721	981818	328	1.70511534603811	8.99364760949515	9.52858575727181	0.534938147776663	0.434637245068539	3.7111334002006	7.92377131394182	7.62286860581745	17.9802741558007	128.49147442327	181.785690404547	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MS	Mississippi	2018	Coastal	2.983	101132	33902	53597.7	5.7	26.5	31	1.7	1.7	11.3	25.7	22.9	21.2	-18.17969465	Rep	2468	2468	1338.6	5272.34	5	22	27	89.9	17.96	19.3318	4392.5	4291.2137254902	46923	63.5722353643203	202.279628777154	60015	380952	591886	1032853	346	1.91082802547771	8.88367415353671	10.3922225947033	0.569896077774053	0.569896077774053	3.78813275226282	8.61548776399598	7.67683540060342	20.1190077103587	127.707676835401	198.419711699631	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MS	Mississippi	2019	Coastal	2.978	101525	34091	54325.96	4.9	27.1	30.6	1.6	1.6	11.3	24.5	23.5	21	-18.17969465	Rep	2431	2276	1250.52	5348.12	18	28	46	103.16	17.35	18.6638	4206.1	4110.93529411765	46923	63.4656778125866	202.756197312216	51028	383081	583800	1017909	341	1.645399597045	9.10006715916723	10.2753525856279	0.537273337810611	0.537273337810611	3.79449294828744	8.22699798522498	7.89120214909335	17.1349899261249	128.637004701142	196.037609133647	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MS	Mississippi	2020	Coastal	2.957	99668	33705	51890.3	5.2	26	32	1.4	1.6	11.4	26.3	22.4	21.3	-18.17969465	Rep	2265	1983	1248.86	4890.32	12	31	43	98.78	15.25	17.0628	3577.6	3386.77647058824	46923	63.0181360953051	206.454118937395	54188	369614	610312	1034114	349	1.75853905985796	8.79269529928982	10.8217788298952	0.541088941494758	0.473452823807913	3.85525870815015	8.89414947582009	7.57524518092661	18.3253297260737	124.996280013527	206.395671288468	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MS	Mississippi	2021	Coastal	2.95	104354	35374	54651.36	6.2	26.7	30.2	1.5	1.6	11.3	25.2	23.4	21.4	-16.5	Rep	2175	2161	1255.84	4869.6	21	26	47	112.52	18.94	20.574	4622.1	4351.23529411765	46923	62.8689555228779	206.761006367797	64446	385435	576923	1026804	348	2.10169491525424	9.05084745762712	10.2372881355932	0.542372881355932	0.508474576271186	3.83050847457627	8.54237288135593	7.93220338983051	21.8461016949153	130.65593220339	195.567118644068	Poor	Low_hdays	High_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MO	Missouri	1997	NonCoastal	5.481	227797	41561	41476.18	63.7	47.3	15	8.7	5.2	10.2	60.6	41.2	23	7.094074953	Dem	1086	5357	990.12	5472.02	7	36	43	88.7	9.28	9.0624	2087.4	2183.80196078431	68742	79.732914375491	178.166945607596	670589	696979	285391	1652959	301	11.6219667943806	8.62981207808794	2.73672687465791	0.948731983214742	1.58730158730159	1.86097427476738	11.056376573618	7.51687648239372	122.347929209998	127.162744024813	52.0691479656997	Rich	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	1998	NonCoastal	5.522	231693	41958	42624.14	66.1	51.2	13.7	7.3	4.5	10.1	64.3	44.8	23.7	7.094074953	Dem	1464	4476	1221.34	4833.28	4	37	41	87.46	8.61	8.459	1950.3	2011.34705882353	68742	80.3293474149719	179.746327352354	695687	744664	261463	1701814	308	11.9703006157189	9.27200289750091	2.48098515030786	0.814922129663165	1.32198478812025	1.82904744657733	11.6443317638537	8.11300253531329	125.98460702644	134.854038391887	47.3493299529156	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	1999	NonCoastal	5.562	238452	42871	43908.46	65.4	52.1	14.1	7.8	4.8	11.2	63.6	44.2	23.66	7.094074953	Dem	1251	4560	1121.18	5000.2	0	44	44	84.12	8.88	8.7824	2046.9	2123.92941176471	68742	80.9112333071485	181.395990598757	687170	769363	269052	1725585	310	11.7583603020496	9.36713412441568	2.53505933117584	0.862998921251348	1.40237324703344	2.01366414958648	11.4347357065804	7.9467817331895	123.547285149227	138.324883135563	48.3732470334412	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2000	NonCoastal	5.607	244706	43642	45035.54	65.6	46	15.2	7.8	4.7	9.6	65.1	39.6	22.6	7.094074953	Dem	1314	5066	1096.48	5322.76	0	41	41	86.06	11.01	10.5014	2359.2	2574.42156862745	68742	81.5658549358471	183.093000477138	688905	674357	288058	1651320	294	11.6996611378634	8.20403067594079	2.71089709291956	0.838237916889602	1.39111824505083	1.71214553237025	11.6104868913858	7.06260032102729	122.865168539326	120.270554663813	51.3747101836989	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2001	NonCoastal	5.641	243060	43088	45094.12	68.2	49.2	15.1	8.5	5.2	11.1	68.2	39.5	23.5	-3.423897314	Rep	1277	4765	1116.62	5075.8	31	37	68	90.08	11.04	10.9236	2447.5	2580.99607843137	68742	82.0604579441971	184.57483362918	716378	722516	288586	1727480	306	12.0900549547952	8.72185782662648	2.67683034922886	0.921822371919872	1.50682503102287	1.9677362169828	12.0900549547952	7.0023045559298	126.994859067541	128.082964013473	51.1586598120901	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2002	NonCoastal	5.675	247437	43601	45644.56	69.2	49.3	14.6	7.9	4.6	11.4	68.8	40.5	23.5	-3.423897314	Rep	1354	5010	1208.78	5216.14	34	35	69	86.52	10.36	10.3344	2295.2	2444.79803921569	68742	82.5550609525472	186.046846831836	725679	723507	278873	1728059	304	12.1938325991189	8.68722466960352	2.5726872246696	0.81057268722467	1.3920704845815	2.00881057268722	12.1233480176211	7.13656387665198	127.87295154185	127.490220264317	49.1406167400881	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2003	NonCoastal	5.709	252677	44259	46520.34	76	50.7	14	7.8	4.5	11.3	74.8	42.3	24.6	-3.423897314	Rep	1170	5120	1110	5364.18	3	28	31	83.46	11.36	11.523	2530.3	2731.26078431373	68742	83.0496639608973	187.341174859819	795634	739036	265133	1799803	315	13.3123138903486	8.88071466106148	2.45226834822211	0.788229111928534	1.36626379400946	1.97933088106499	13.102119460501	7.40935365212822	139.36486249781	129.451042214048	46.4412331406551	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2004	NonCoastal	5.748	259741	45188	47938.68	77.2	50.5	14.2	7.3	4.6	13	76	40.9	24.7	-3.423897314	Rep	996	4804	1040.6	5199.5	0	37	37	89.66	12.71	13.0056	2825.3	3150.56470588235	68742	83.6170027057694	188.603482018774	807466	744126	268289	1819881	316	13.4307585247042	8.78566457898399	2.47042449547669	0.800278357689631	1.27000695894224	2.26165622825331	13.2219902574809	7.11551844119694	140.477731384829	129.458246346555	46.6751913709116	Poor	Low_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2005	NonCoastal	5.79	265735	45895	49166.98	79.9	50.2	14.4	7	4.3	12.6	79	41.6	25	-7.239425331	Rep	1424	4774	1209.9	5189.64	8	37	45	88.58	15.12	15.5804	3398.6	3777.48235294118	68742	84.2279828925548	189.600863237592	835663	741961	273386	1851010	319	13.7996545768566	8.67012089810017	2.48704663212435	0.7426597582038	1.20898100172712	2.17616580310881	13.6442141623489	7.18480138169257	144.328670120898	128.145250431779	47.2169257340242	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2006	NonCoastal	5.843	267221	45733	50147.58	79.1	50.4	13.6	6.3	4	12.7	78.2	42	24.5	-7.239425331	Rep	1330	4443	1169.02	4884.82	14	39	53	91.3	16.67	17.5066	3664.7	4183.70392156863	68742	84.9989816996887	190.617610992085	829054	736536	257924	1823514	312	13.5375663186719	8.6257059729591	2.32757145302071	0.684579839123738	1.07821324661989	2.17354098921787	13.3835358548691	7.18808831079925	141.888413486223	126.05442409721	44.1423926065377	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2007	NonCoastal	5.888	267691	45463	50533.24	76.6	50.4	14.6	6.7	4	12.4	76.2	42.3	24.1	-7.239425331	Rep	1501	4836	1228.26	5164.58	37	39	76	105.14	17.8	18.4852	3947.3	4448.66274509804	68742	85.6536033283873	191.656045482065	802879	730638	277919	1811436	307	13.0095108695652	8.55978260869565	2.47961956521739	0.679347826086957	1.13790760869565	2.10597826086957	12.9415760869565	7.18410326086956	136.358525815217	124.08933423913	47.2009171195652	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2008	NonCoastal	5.924	273436	46157	50263.36	75.7	47	15.7	7.6	4.6	11.2	75.5	39.5	23.4	-7.239425331	Rep	1088	5455	1077.4	5484.22	50	43	93	113	20.36	21.6806	4348	5054.39411764706	68742	86.1773006313462	192.886972390763	792918	675205	298421	1766544	298	12.778528021607	7.93382849426063	2.65023632680621	0.776502363268062	1.2829169480081	1.89061444969615	12.744767049291	6.66779203241053	133.848413234301	113.977886563133	50.3749155975692	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2009	NonCoastal	5.961	266835	44763	48722.68	73.1	45	14	6.9	4.15	9.4	72.8	38.8	22.2	-0.135158299	Rep	982	5178	1018.6	5450.84	55	46	101	121.62	16.69	17.508	3360.8	3821.13725490196	68742	86.7155450816095	194.082993440119	765617	644431	266711	1676759	281	12.2630431135715	7.54906894816306	2.3485992283174	0.696191914108371	1.157523905385	1.57691662472739	12.2127159872505	6.50897500419393	128.437678241906	108.107867807415	44.7426606274115	Poor	Low_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2010	NonCoastal	5.996	270733	45152	49301.36	76.6	45.5	14.8	6.9	4.1	9.4	76.8	39.6	22.8	-0.135158299	Rep	1515	5236	1275.38	5315.52	21	37	58	104.08	18.73	19.236	3841.7	4309.70588235294	68742	87.224695237264	195.294706859939	801625	645915	282123	1729663	288	12.7751834556371	7.58839226150767	2.46831220813876	0.683789192795197	1.15076717811875	1.56771180787191	12.8085390260173	6.60440293529019	133.693295530354	107.724316210807	47.0518679119413	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2011	NonCoastal	6.011	268534	44673	49775.06	78.9	43.4	14.5	6.6	4	8	79.5	38.7	22.8	-0.135158299	Rep	1439	4992	1249.74	5250.4	45	37	82	97.44	22.26	22.3382	4410.5	4975.67843137255	68742	87.4429024468302	196.342957486881	825650	623832	275308	1724790	286	13.1259357843953	7.22009648976876	2.41224421893196	0.665446681084678	1.09798702378972	1.33089336216936	13.225752786558	6.43819663949426	137.356513059391	103.781733488604	45.8006987190151	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2012	NonCoastal	6.026	271535	45060	50379.26	73.4	42.1	13.6	5.3	3.6	8.9	73.9	37.4	21.4	-0.135158299	Rep	1608	4072	1287.84	4644.16	36	32	68	95.16	22.6	22.6204	4277.4	4850.32941176471	68742	87.6611096563964	197.361199995736	768297	599722	258945	1626964	269	12.1805509459011	6.98639230003319	2.25688682376369	0.597411218055095	0.879522071025556	1.47693328908065	12.2635247261865	6.20643876535015	127.49701294391	99.5224029206771	42.9712910720212	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2013	NonCoastal	6.043	274599	45440	50390.74	77	42.1	14.8	6.7	4.3	8.7	76.6	37.7	22.2	-9.557333507	Rep	1145	5452	1101.04	5465.1	50	21	71	97.32	22.31	22.1752	4385.3	4867.92941176471	68742	87.9084111605714	198.298906636473	806549	601720	281399	1689668	279	12.7420155551878	6.96673837497931	2.44911467814	0.711567102432567	1.10872083402284	1.43968227701473	12.6758232665894	6.23862320039715	133.468310441834	99.5730597385405	46.5661095482376	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2014	NonCoastal	6.059	276081	45565	51197.88	74.5	43.1	15.8	7.3	4.8	9.3	74	38.1	22	-9.557333507	Rep	1107	5695	1065.9	5530.84	20	23	43	83.44	21.72	22.1126	4394.4	4916.12352941177	68742	88.141165517442	199.228308844972	780707	614721	301368	1696796	280	12.2957583759696	7.11338504703746	2.6076910381251	0.792209935632943	1.20481927710843	1.53490675028883	12.2132365076745	6.28816636408648	128.850800462122	101.455850800462	49.7389008087143	Poor	High_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2015	NonCoastal	6.075	279021	45929	51973.52	66.6	44	14.2	6	4.5	9.6	66.6	38	20.5	-9.557333507	Rep	1273	4722	1230.52	4984.78	40	23	63	80.78	18.28	17.9764	3569.8	3909.30784313726	68742	88.3739198743126	200.03863987351	696401	622945	270885	1590231	261	10.962962962963	7.24279835390946	2.33744855967078	0.740740740740741	0.987654320987654	1.58024691358025	10.962962962963	6.25514403292181	114.633909465021	102.542386831276	44.5901234567901	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2016	NonCoastal	6.091	279109	45823	52066.38	61.1	43.6	14.3	5.6	4.2	8	62.4	38.8	19.5	-9.557333507	Rep	1487	4392	1306.5	4767.44	53	25	78	88.86	17.22	16.5642	3273.3	3538.97647058824	68742	88.6066742311833	200.850580112926	639860	619747	273583	1533190	251	10.0311935642752	7.15810211787884	2.34772615334099	0.689541947135117	0.919389262846823	1.31341323263832	10.2446232145789	6.37005417829585	105.050073879494	101.747988835988	44.9159415531111	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2017	NonCoastal	6.111	282174	46174	52622.04	67.9	42.8	13.9	5.4	4.2	7.9	68.5	38.5	20.4	-19.63712199	Rep	1252	4284	1163.24	4809.84	40	23	63	85.98	18.68	17.916	3489.3	3850.19411764706	68742	88.8976171772715	201.603926895139	709796	611040	264614	1585450	259	11.1111111111111	7.00376370479463	2.27458681066929	0.687285223367698	0.883652430044183	1.29275077728686	11.2092947144494	6.30011454753723	116.150548191785	99.9901816396662	43.3012600229095	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2018	NonCoastal	6.126	285995	46685	53597.7	63.9	43.5	17.3	7.2	4.9	8.5	65.6	38.5	20.4	-19.63712199	Rep	1599	5312	1338.6	5272.34	43	24	67	89.9	19.56	19.3318	3876.9	4291.2137254902	68742	89.1158243868377	202.279628777154	668188	619352	330552	1618092	264	10.4309500489716	7.10088148873653	2.82402873000326	0.799869409076069	1.17531831537708	1.38752856676461	10.7084557623245	6.28468821416911	109.074110349331	101.102187397976	53.9588638589618	Poor	High_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2019	NonCoastal	6.14	290842	47368	54325.96	55.9	43.9	17.2	7.2	4.7	8.4	57.9	38.7	19.1	-19.63712199	Rep	1340	5172	1250.52	5348.12	14	28	42	103.16	18.76	18.6638	3661.3	4110.93529411765	68742	89.3194844490995	202.756197312216	584662	622101	327798	1534561	249	9.1042345276873	7.14983713355049	2.80130293159609	0.765472312703583	1.17263843648208	1.36807817589577	9.4299674267101	6.30293159609121	95.2218241042345	101.319381107492	53.3872964169381	Poor	Low_hdays	High_cdays	High_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2020	NonCoastal	6.154	282654	45930	51890.3	52.8	40	15.9	6.4	4.4	8.3	54.8	34.9	17.7	-19.63712199	Rep	1223	4757	1248.86	4890.32	8	31	39	98.78	16.89	17.0628	3068.8	3386.77647058824	68742	89.5231445113613	206.454118937395	551341	576090	303949	1431380	232	8.57978550536237	6.4998375040624	2.5836854078648	0.714982125446864	1.03997400064998	1.34871628209295	8.90477738056549	5.67110822229444	89.5906727331817	93.6122846928827	49.3904777380565	Poor	Low_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MO	Missouri	2021	NonCoastal	6.17	295687	47923	54651.36	59.1	42.5	15.4	6.3	4.6	8.6	60.2	37.2	19	-15.4	Rep	1379	4638	1255.84	4869.6	16	33	49	112.52	20.46	20.574	3861.8	4351.23529411765	68742	89.7558988682319	206.761006367797	616413	609448	293874	1519735	246	9.57860615883306	6.88816855753647	2.49594813614263	0.745542949756888	1.02106969205835	1.39384116693679	9.75688816855754	6.0291734197731	99.9048622366288	98.7760129659643	47.6294975688817	Poor	Low_hdays	High_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
MT	Montana	1997	NonCoastal	0.89	29047	32637	41476.18	15.4	11.2	3.2	1.5	1	4.5	15.9	7	33.6	-3.374820901	Rep	160	8751	990.12	5472.02	29	13	42	88.7	8.42	9.0624	2316.5	2183.80196078431	145546	6.11490525332197	178.166945607596	162568	160519	61699	384786	432	17.3033707865169	12.5842696629213	3.59550561797753	1.12359550561798	1.68539325842697	5.0561797752809	17.8651685393258	7.86516853932584	182.660674157303	180.358426966292	69.3247191011236	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MT	Montana	1998	NonCoastal	0.892	30342	34015	42624.14	17.7	11.2	3.2	1.2	0.8	4.8	18.2	7	36	-3.374820901	Rep	280	8254	1221.34	4833.28	30	10	40	87.46	7.96	8.459	2236.9	2011.34705882353	145546	6.1286466134418	179.746327352354	186099	159543	61398	407040	456	19.8430493273543	12.5560538116592	3.58744394618834	0.896860986547085	1.34529147982063	5.38116591928251	20.4035874439462	7.847533632287	208.631165919283	178.859865470852	68.8318385650224	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MT	Montana	1999	NonCoastal	0.898	30461	33920	43908.46	17.8	11.7	3.3	1.2	0.7	5.2	18.3	7.3	36.56	-3.374820901	Rep	154	8086	1121.18	5000.2	39	6	45	84.12	7.86	8.7824	2292.2	2123.92941176471	145546	6.16987069380127	181.395990598757	186770	173185	63624	423579	471	19.8218262806236	13.0289532293987	3.67483296213808	0.779510022271715	1.33630289532294	5.79064587973274	20.3786191536748	8.12917594654788	207.984409799555	192.856347438753	70.8507795100223	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MT	Montana	2000	NonCoastal	0.904	31241	34558	45035.54	16.8	11.3	3.6	1.4	0.9	4.6	17.4	7.5	35.15	-3.374820901	Rep	219	8634	1096.48	5322.76	34	10	44	86.06	9.8	10.5014	2839.9	2574.42156862745	145546	6.21109477416075	183.093000477138	176779	165428	69590	411797	455	18.5840707964602	12.5	3.98230088495575	0.995575221238938	1.54867256637168	5.08849557522124	19.2477876106195	8.29646017699115	195.551991150442	182.995575221239	76.9800884955752	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MT	Montana	2001	NonCoastal	0.907	31533	34766	45094.12	17.6	11	3.5	1.4	0.9	4	18.2	7.6	35.34	-27.31272396	Rep	262	8252	1116.62	5075.8	38	0	38	90.08	10.66	10.9236	2725.7	2580.99607843137	145546	6.23170681434048	184.57483362918	184401	156398	66483	407282	449	19.4046306504961	12.1278941565601	3.85887541345094	0.992282249173098	1.54355016538037	4.41014332965821	20.0661521499449	8.37927232635061	203.308710033076	172.434399117971	73.2998897464168	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MT	Montana	2002	NonCoastal	0.912	32504	35640	45644.56	15.9	11.4	3.7	1.5	0.9	4.5	16.5	7.6	34	-27.31272396	Rep	191	8970	1208.78	5216.14	32	0	32	86.52	9.28	10.3344	2501.7	2444.79803921569	145546	6.26606021464004	186.046846831836	166322	161571	70992	398885	437	17.4342105263158	12.5	4.05701754385965	0.986842105263158	1.64473684210526	4.93421052631579	18.0921052631579	8.33333333333333	182.370614035088	177.161184210526	77.8421052631579	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MT	Montana	2003	NonCoastal	0.92	33811	36751	46520.34	18.1	11.4	3.7	1.5	1	4.7	18.7	7.3	36.1	-27.31272396	Rep	319	8311	1110	5364.18	21	0	21	83.46	10.79	11.523	2807.4	2731.26078431373	145546	6.32102565511934	187.341174859819	188981	157136	70048	416165	452	19.6739130434783	12.3913043478261	4.02173913043478	1.08695652173913	1.6304347826087	5.10869565217391	20.3260869565217	7.93478260869565	205.414130434783	170.8	76.1391304347826	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MT	Montana	2004	NonCoastal	0.93	35529	38203	47938.68	18.7	12.5	3.6	1.6	1.1	5.1	19.2	7.8	37.4	-27.31272396	Rep	132	8294	1040.6	5199.5	42	0	42	89.66	12.37	13.0056	3411.8	3150.56470588235	145546	6.38973245571847	188.603482018774	195620	176136	68567	440323	473	20.1075268817204	13.4408602150538	3.87096774193548	1.18279569892473	1.72043010752688	5.48387096774194	20.6451612903226	8.38709677419355	210.344086021505	189.393548387097	73.7279569892473	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MT	Montana	2005	NonCoastal	0.94	37374	39759	49166.98	19.1	13.1	3.7	1.6	1.1	5.4	19.5	8.3	38.2	-21.00015235	Rep	173	8434	1209.9	5189.64	30	11	41	88.58	14.89	15.5804	4293.7	3777.48235294118	145546	6.45843925631759	189.600863237592	199495	182921	71089	453505	482	20.3191489361702	13.936170212766	3.93617021276596	1.17021276595745	1.70212765957447	5.74468085106383	20.7446808510638	8.82978723404255	212.228723404255	194.596808510638	75.6265957446809	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MT	Montana	2006	NonCoastal	0.953	38578	40480	50147.58	18.5	13.6	3.9	1.6	1.1	5.8	19	8.5	37.8	-21.00015235	Rep	287	8083	1169.02	4884.82	43	0	43	91.3	16.38	17.5066	4916.6	4183.70392156863	145546	6.54775809709645	190.617610992085	194307	194283	75135	463725	486	19.4123819517314	14.2707240293809	4.09233997901364	1.15424973767051	1.67890870933893	6.08604407135362	19.9370409233998	8.91920251836306	203.88982161595	203.86463798531	78.8405036726128	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
MT	Montana	2007	NonCoastal	0.965	40438	41904	50533.24	19.3	14.8	3.9	1.6	0.9	6.6	20	8.9	39.4	-21.00015235	Rep	329	8182	1228.26	5164.58	73	10	83	105.14	17.28	18.4852	5464.6	4448.66274509804	145546	6.6302062578154	191.656045482065	202480	206442	75077	483999	501	20	15.3367875647668	4.04145077720207	0.932642487046632	1.6580310880829	6.83937823834197	20.7253886010363	9.22279792746114	209.823834196891	213.929533678756	77.8	Poor	High_hdays	Low_cdays	Low_P	High_Exp	Low_LCV	Low_Density
